"rules","support","confidence","lift","count"
"{1003,1008} => {1009}",0.0112699212431386,0.355054302422723,2.52869741240101,425
"{1003,1017} => {1018}",0.011004746625653,0.566166439290587,3.51047395463455,415
"{1017,1018} => {1003}",0.011004746625653,0.300289435600579,3.29288017037901,415
"{1003,1017} => {1004}",0.0110577815491501,0.568894952251023,2.19205042856221,417
"{1003,1004} => {1017}",0.0110577815491501,0.28099730458221,1.79818247973863,417
"{1003,1018} => {1004}",0.0187743629179815,0.399098083427283,1.53779379014267,708
"{1003,1004} => {1018}",0.0187743629179815,0.477088948787062,2.95815543369104,708
"{1004,1018} => {1003}",0.0187743629179815,0.423952095808383,4.64892628235823,708
"{1003,1018} => {1008}",0.0194638169234441,0.413754227733935,1.2471493631264,734
"{1003,1008} => {1018}",0.0194638169234441,0.613199665831245,3.80210006546565,734
"{1008,1018} => {1003}",0.0194638169234441,0.267590229675538,2.93431089016988,734
"{1003,1004} => {1008}",0.0137890801092519,0.350404312668464,1.05619830829194,520
"{1003,1008} => {1004}",0.0137890801092519,0.434419381787803,1.6738928483294,520
"{1003,1034} => {1008}",0.0108721593169102,0.663430420711974,1.99973020505709,410
"{1003,1008} => {1034}",0.0108721593169102,0.342522974101921,1.1933558644085,410
"{1001,1009} => {1017}",0.0113229561666357,0.436159346271706,2.79110896101346,427
"{1001,1017} => {1009}",0.0113229561666357,0.351440329218107,2.50295868841247,427
"{1009,1017} => {1001}",0.0113229561666357,0.293672627235213,2.15209647214674,427
"{1001,1009} => {1018}",0.0155922675081541,0.600612870275792,3.72405655228056,588
"{1001,1018} => {1009}",0.0155922675081541,0.264388489208633,1.88297531946115,588
"{1009,1018} => {1001}",0.0155922675081541,0.35230677052127,2.58178014440879,588
"{1001,1009} => {1004}",0.0121449974808411,0.46782431052094,1.80260780362268,458
"{1001,1004} => {1009}",0.0121449974808411,0.25054704595186,1.78439653444582,458
"{1004,1009} => {1001}",0.0121449974808411,0.312201772324472,2.28788205132689,458
"{1001,1009} => {1008}",0.0137625626475034,0.530132788559755,1.59794081922923,519
"{1001,1008} => {1009}",0.0137625626475034,0.372844827586207,2.65540156621406,519
"{1001,1017} => {1018}",0.0148232611174458,0.460082304526749,2.85270696909047,559
"{1001,1018} => {1017}",0.0148232611174458,0.251348920863309,1.60845395463707,559
"{1017,1018} => {1001}",0.0148232611174458,0.404486251808973,2.9641626587579,559
"{1001,1017} => {1004}",0.0160165468961311,0.497119341563786,1.91548661384612,604
"{1001,1004} => {1017}",0.0160165468961311,0.330415754923414,2.11442534089884,604
"{1004,1017} => {1001}",0.0160165468961311,0.320084790673026,2.34565051322784,604
"{1001,1017} => {1008}",0.0129140038715494,0.40082304526749,1.20817183758951,487
"{1001,1008} => {1017}",0.0129140038715494,0.34985632183908,2.23883111367276,487
"{1001,1018} => {1004}",0.0213200392458434,0.361510791366906,1.39296346717456,804
"{1001,1004} => {1018}",0.0213200392458434,0.439824945295405,2.72710268201825,804
"{1004,1018} => {1001}",0.0213200392458434,0.481437125748503,3.52807529131399,804
"{1001,1034} => {1018}",0.0118798228633555,0.481720430107527,2.9868725977943,448
"{1018,1034} => {1001}",0.0118798228633555,0.278088144009932,2.03789001141829,448
"{1001,1018} => {1008}",0.0204184455463923,0.346223021582734,1.04359494580021,770
"{1001,1008} => {1018}",0.0204184455463923,0.55316091954023,3.42983417244025,770
"{1008,1018} => {1001}",0.0204184455463923,0.28071454611739,2.05713685360142,770
"{1001,1004} => {1008}",0.0153536103524171,0.316739606126915,0.9547252247344,579
"{1001,1008} => {1004}",0.0153536103524171,0.415948275862069,1.60272048953045,579
"{1004,1008} => {1001}",0.0153536103524171,0.252948885976409,1.85366409620217,579
"{1001,1034} => {1008}",0.0150088833496858,0.608602150537634,1.83446532642672,566
"{1001,1008} => {1034}",0.0150088833496858,0.406609195402299,1.41663334883741,566
"{1009,1017} => {1018}",0.0143724642677203,0.372764786795048,2.31130103170471,542
"{1009,1018} => {1017}",0.0143724642677203,0.324745356500899,2.07813883234437,542
"{1017,1018} => {1009}",0.0143724642677203,0.392185238784371,2.79314401129318,542
"{1009,1017} => {1004}",0.0150884357349315,0.391334250343879,1.50787840142209,569
"{1004,1009} => {1017}",0.0150884357349315,0.387866394001363,2.48206848535303,569
"{1004,1017} => {1009}",0.0150884357349315,0.301536830948596,2.14754587949056,569
"{1009,1017} => {1034}",0.0105274323141789,0.273039889958735,0.951275618092557,397
"{1009,1034} => {1017}",0.0105274323141789,0.34018851756641,2.1769640566684,397
"{1009,1017} => {1008}",0.0181909787595131,0.471801925722146,1.42211832954263,686
"{1008,1017} => {1009}",0.0181909787595131,0.297098310957124,2.11593473172882,686
"{1009,1018} => {1004}",0.0147967436556973,0.334331935290593,1.2882386442979,558
"{1004,1009} => {1018}",0.0147967436556973,0.380368098159509,2.35844481251122,558
"{1004,1018} => {1009}",0.0147967436556973,0.334131736526946,2.37968685857746,558
"{1009,1018} => {1034}",0.0120389276338469,0.272019173157579,0.947719423405901,454
"{1009,1034} => {1018}",0.0120389276338469,0.389031705227078,2.41216287994382,454
"{1018,1034} => {1009}",0.0120389276338469,0.281812538795779,2.00706943352741,454
"{1009,1018} => {1008}",0.0297525920818859,0.672258837627322,2.02634106192662,1122
"{1008,1009} => {1018}",0.0297525920818859,0.383852206637017,2.38004777449664,1122
"{1008,1018} => {1009}",0.0297525920818859,0.409041195771054,2.91319216878606,1122
"{1004,1009} => {1008}",0.0188539153032272,0.484662576687117,1.46088325708959,711
"{1004,1008} => {1009}",0.0188539153032272,0.310615989515072,2.21220766394766,711
"{1009,1034} => {1008}",0.023759645726711,0.767780634104542,2.31426548578981,896
"{1008,1009} => {1034}",0.023759645726711,0.30653438248375,1.06797099943133,896
"{1017,1018} => {1004}",0.0150619182731829,0.410998552821997,1.58364835245431,568
"{1004,1017} => {1018}",0.0150619182731829,0.301006889242183,1.86637139102466,568
"{1004,1018} => {1017}",0.0150619182731829,0.340119760479042,2.17652406031311,568
"{1017,1018} => {1034}",0.0111638513961444,0.304630969609262,1.06133947662,421
"{1018,1034} => {1017}",0.0111638513961444,0.261328367473619,1.67231530049171,421
"{1017,1018} => {1008}",0.0186948105327358,0.51013024602026,1.53764860584046,705
"{1008,1017} => {1018}",0.0186948105327358,0.30532698137722,1.8931578090622,705
"{1008,1018} => {1017}",0.0186948105327358,0.257017863652935,1.64473114817849,705
"{1004,1017} => {1034}",0.0140542547267376,0.280869104398516,0.978552734291615,530
"{1017,1034} => {1004}",0.0140542547267376,0.297585626052779,1.14664877327847,530
"{1004,1034} => {1017}",0.0140542547267376,0.264339152119701,1.69158217641032,530
"{1004,1017} => {1008}",0.0197555090026783,0.39480657127716,1.19003681635624,745
"{1008,1017} => {1004}",0.0197555090026783,0.322650498051104,1.24322805068,745
"{1004,1008} => {1017}",0.0197555090026783,0.325469637396243,2.08277371387234,745
"{1017,1034} => {1008}",0.0316088144042852,0.6692869174621,2.01738301849678,1192
"{1008,1017} => {1034}",0.0316088144042852,0.516240796881767,1.79859171204807,1192
"{1004,1018} => {1034}",0.011667683169367,0.263473053892216,0.917944598607663,440
"{1018,1034} => {1004}",0.011667683169367,0.273122284295469,1.05238729570516,440
"{1004,1018} => {1008}",0.0189334676884729,0.427544910179641,1.28871761711969,714
"{1008,1018} => {1004}",0.0189334676884729,0.260298942763398,1.00297674778282,714
"{1004,1008} => {1018}",0.0189334676884729,0.311926605504587,1.93407829993152,714
"{1018,1034} => {1008}",0.0289570682294291,0.677839851024209,2.04316350587275,1092
"{1008,1018} => {1034}",0.0289570682294291,0.398104265402844,1.38700202814178,1092
"{1004,1034} => {1008}",0.0252181061228819,0.47431421446384,1.42969093930508,951
"{1004,1008} => {1034}",0.0252181061228819,0.415465268676278,1.44748805867065,951
"{1001,1003,1035} => {1018}",0.0153801278141656,0.877458396369138,5.44061716301818,580
"{1003,1018,1035} => {1001}",0.0153801278141656,0.725,5.31295666537116,580
"{1001,1018,1035} => {1003}",0.0153801278141656,0.641592920353982,7.03550759507677,580
"{1001,1003,1018} => {1035}",0.0153801278141656,0.45958795562599,8.46679110630763,580
"{1001,1009,1035} => {1018}",0.0106865370846703,0.879912663755459,5.45583466999048,403
"{1001,1018,1035} => {1009}",0.0106865370846703,0.445796460176991,3.17496323130019,403
"{1009,1018,1035} => {1001}",0.0106865370846703,0.376283846872082,2.75748934111797,403
"{1001,1009,1018} => {1035}",0.0106865370846703,0.685374149659864,12.6263529837924,403
"{1009,1018,1035} => {1008}",0.0201002360054096,0.707749766573296,2.13331879523983,758
"{1008,1009,1035} => {1018}",0.0201002360054096,0.899169632265718,5.57523610693398,758
"{1008,1018,1035} => {1009}",0.0201002360054096,0.823913043478261,5.86791025167303,758
"{1008,1009,1018} => {1035}",0.0201002360054096,0.675579322638146,12.4459071011271,758
"{1001,1003,1018} => {1004}",0.0135504229535149,0.404912836767036,1.56019903824683,511
"{1001,1003,1004} => {1018}",0.0135504229535149,0.594186046511628,3.68420749753371,511
"{1003,1004,1018} => {1001}",0.0135504229535149,0.721751412429379,5.28915031366582,511
"{1001,1004,1018} => {1003}",0.0135504229535149,0.635572139303483,6.96948559036744,511
"{1001,1003,1018} => {1008}",0.0117207180928642,0.350237717908082,1.0556961537872,442
"{1001,1003,1008} => {1018}",0.0117207180928642,0.685271317829457,4.24897511783405,442
"{1003,1008,1018} => {1001}",0.0117207180928642,0.602179836512262,4.41290396710336,442
"{1001,1008,1018} => {1003}",0.0117207180928642,0.574025974025974,6.29458956280707,442
"{1009,1018,1034} => {1008}",0.0101031529262019,0.83920704845815,2.52956094671931,381
"{1008,1009,1018} => {1034}",0.0101031529262019,0.339572192513369,1.18307529119287,381
"{1008,1009,1034} => {1018}",0.0101031529262019,0.425223214285714,2.63656570765021,381
"{1008,1018,1034} => {1009}",0.0101031529262019,0.348901098901099,2.48487428529921,381
